iter	Passed	Remaining
428	1143	20700
429	1146	20697
430	1149	20691
431	1151	20686
432	1153	20678
433	1156	20677
434	1159	20667
435	1163	20703
436	1166	20702
437	1169	20695
438	1171	20682
439	1173	20676
440	1176	20683
441	1179	20676
442	1182	20687
443	1184	20677
444	1187	20680
445	1190	20669
446	1193	20681
447	1195	20670
448	1198	20660
449	1200	20649
450	1203	20648
451	1206	20663
452	1209	20654
453	1211	20648
454	1214	20651
455	1216	20640
456	1220	20660
457	1222	20649
458	1225	20651
459	1227	20640
460	1230	20630
461	1232	20620
462	1234	20612
463	1237	20615
464	1240	20612
465	1243	20611
466	1245	20603
467	1247	20595
468	1250	20598
469	1253	20591
470	1257	20607
471	1259	20598
472	1262	20597
473	1264	20585
474	1266	20577
475	1269	20577
476	1271	20568
477	1275	20581
478	1277	20576
479	1280	20566
480	1282	20552
481	1284	20544
482	1288	20559
483	1290	20550
484	1293	20550
485	1295	20541
486	1297	20532
487	1300	20526
488	1302	20517
489	1306	20529
490	1308	20519
491	1312	20541
492	1315	20541
493	1317	20537
494	1322	20558
495	1324	20552
496	1326	20543
497	1329	20535
498	1331	20528
499	1334	20533
500	1336	20523
501	1340	20534
502	1342	20527
503	1345	20519
504	1347	20511
505	1350	20516
506	1354	20528
507	1356	20519
508	1358	20511
509	1362	20517
510	1365	20528
511	1368	20522
512	1372	20547
513	1374	20538
514	1377	20531
515	1379	20525
516	1382	20518
517	1385	20531
518	1388	20521
519	1390	20514
520	1392	20505
521	1397	20527
522	1400	20531
523	1403	20537
524	1405	20530
525	1408	20524
526	1410	20516
527	1413	20510
528	1416	20519
529	1418	20512
530	1421	20506
531	1423	20498
532	1426	20491
533	1429	20493
534	1431	20485
535	1434	20482
536	1437	20491
537	1439	20484
538	1442	20477
539	1444	20469
540	1446	20462
541	1450	20477
542	1453	20468
543	1455	20461
544	1457	20456
545	1460	20449
546	1466	20494
547	1469	20491
548	1471	20486
549	1475	20503
550	1477	20494
551	1480	20487
552	1482	20481
553	1485	20476
554	1488	20484
555	1491	20477
556	1493	20469
557	1495	20464
558	1498	20457
559	1500	20454
560	1504	20468
561	1507	20461
562	1509	20455
563	1511	20447
564	1514	20440
565	1518	20454
566	1520	20448
567	1522	20442
568	1525	20440
569	1528	20433
570	1530	20428
571	1533	20424
572	1535	20422
573	1538	20414
574	1541	20414
575	1543	20407
576	1546	20407
577	1548	20398
578	1550	20390
579	1554	20401
580	1556	20392
581	1558	20383
582	1561	20386
583	1564	20382
584	1567	20380
585	1570	20389
586	1573	20381
587	1575	20374
588	1578	20376
589	1580	20370
590	1584	20374
591	1586	20365
592	1588	20357
593	1591	20358
594	1594	20354
595	1597	20365
596	1602	20386
597	1604	20378
598	1607	20371
599	1610	20376
600	1612	20367
601	1614	20359
602	1617	20352
603	1619	20344
604	1621	20336
605	1624	20331
606	1626	20325
607	1632	20362
608	1635	20361
609	1637	20353
610	1640	20352
611	1642	20345
612	1644	20338
613	1648	20347
614	1651	20340
615	1653	20333
616	1656	20335
617	1658	20329
618	1661	20322
619	1667	20359
620	1669	20355
621	1672	20349
622	1675	20357
623	1677	20349
624	1680	20342
625	1683	20351
626	1686	20345
627	1688	20339
628	1691	20342
629	1694	20334
630	1696	20325
631	1701	20348
632	1703	20343
633	1706	20337
634	1709	20349
635	1712	20341
636	1714	20334
637	1717	20339
638	1720	20333
639	1722	20326
640	1725	20327
641	1727	20320
642	1730	20314
643	1735	20335
644	1737	20327
645	1739	20322
646	1742	20325
647	1745	20318
648	1747	20310
649	1751	20318
650	1753	20310
651	1755	20302
652	1758	20305
653	1761	20299
654	1764	20305
655	1767	20304
656	1769	20297
657	1772	20289
658	1774	20284
659	1776	20276
660	1779	20270
661	1782	20278
662	1785	20271
663	1787	20264
664	1791	20281
665	1794	20277
666	1796	20272
667	1799	20270
668	1802	20263
669	1804	20259
670	1806	20253
671	1809	20247
672	1811	20242
673	1814	20236
674	1816	20230
675	1818	20223
676	1821	20218
677	1823	20210
678	1826	20205
679	1828	20202
680	1832	20214
681	1835	20208
682	1837	20202
683	1841	20212
684	1843	20204
685	1845	20197
686	1849	20200
687	1851	20193
688	1853	20186
689	1857	20198
690	1859	20190
691	1863	20196
692	1866	20195
693	1869	20201
694	1872	20194
695	1874	20187
696	1877	20187
697	1879	20180
698	1882	20175
699	1885	20176
700	1887	20168
701	1889	20161
702	1893	20174
703	1896	20172
704	1899	20168
705	1901	20161
706	1904	20165
707	1907	20158
708	1909	20152
709	1913	20162
710	1915	20155
711	1917	20149
712	1921	20158
713	1924	20151
714	1926	20144
715	1929	20146
716	1930	20131
717	1933	20125
718	1937	20141
719	1941	20148
720	1944	20144
721	1946	20137
722	1948	20130
723	1953	20146
724	1955	20145
725	1958	20137
726	1960	20133
727	1963	20129
728	1965	20123
729	1968	20117
730	1971	20117
731	1973	20110
732	1975	20104
733	1978	20106
734	1981	20098
735	1983	20098
736	1988	20109
737	1990	20102
738	1992	20098
739	1995	20091
740	1998	20093
741	2000	20088
742	2003	20081
743	2006	20086
744	2008	20080
745	2011	20076
746	2015	20084
747	2017	20080
748	2020	20079
749	2023	20075
750	2026	20075
751	2028	20068
752	2030	20061
753	2033	20055
754	2036	20062
755	2039	20055
756	2041	20049
757	2043	20042
758	2048	20060
759	2050	20054
760	2053	20048
761	2055	20042
762	2059	20051
763	2061	20043
764	2064	20038
765	2066	20036
766	2069	20030
767	2071	20025
768	2073	20019
769	2078	20034
770	2081	20031
771	2083	20024
772	2085	20018
773	2088	20019
774	2091	20012
775	2093	20006
776	2095	20001
777	2099	20008
778	2101	20001
779	2104	19996
780	2106	19990
781	2109	19990
782	2113	19998
783	2115	19992
784	2118	19986
785	2120	19979
786	2124	19986
787	2126	19979
788	2128	19972
789	2131	19972
790	2133	19966
791	2136	19959
792	2138	19957
793	2141	19952
794	2144	19953
795	2146	19946
796	2149	19940
797	2151	19935
798	2155	19943
799	2157	19937
800	2160	19931
801	2162	19925
802	2166	19934
803	2170	19947
804	2173	19941
805	2175	19936
806	2177	19930
807	2181	19933
808	2183	19926
809	2185	19919
810	2188	19913
811	2191	19914
812	2193	19907
813	2196	19905
814	2198	19903
815	2201	19898
816	2204	19899
817	2206	19893
818	2209	19887
819	2211	19881
820	2215	19887
821	2217	19881
822	2219	19875
823	2223	19877
824	2227	19887
825	2230	19889
826	2232	19883
827	2235	19879
828	2237	19873
829	2241	19881
830	2243	19875
831	2246	19868
832	2248	19862
833	2253	19880
834	2257	19887
835	2259	19880
836	2261	19873
837	2264	19868
838	2267	19875
839	2270	19868
840	2272	19862
841	2274	19856
842	2277	19857
843	2281	19862
844	2283	19857
845	2286	19852
846	2288	19847
847	2291	19846
848	2294	19840
849	2296	19835
850	2298	19829
851	2301	19827
852	2303	19822
853	2307	19824
854	2309	19820
855	2312	19815
856	2315	19814
857	2317	19807
858	2319	19801
859	2321	19795
860	2324	19795
861	2327	19789
862	2329	19785
863	2332	19785
864	2335	19782
865	2338	19778
866	2342	19788
867	2344	19782
868	2347	19783
869	2350	19779
870	2352	19774
871	2355	19769
872	2357	19765
873	2360	19760
874	2363	19760
875	2365	19754
876	2367	19748
877	2369	19742
878	2373	19749
879	2376	19743
880	2378	19737
881	2380	19732
882	2383	19729
883	2386	19728
884	2390	19737
885	2392	19731
886	2395	19725
887	2397	19720
888	2399	19714
889	2403	19718
890	2407	19730
891	2411	19734
892	2414	19731
893	2416	19725
894	2418	19719
895	2420	19713
896	2424	19714
897	2426	19709
898	2428	19703
899	2432	19708
900	2435	19705
901	2437	19699
902	2439	19694
903	2443	19695
904	2445	19689
905	2447	19684
906	2449	19678
907	2452	19672
908	2456	19682
909	2460	19687
910	2462	19681
911	2464	19675
912	2467	19672
913	2470	19673
914	2473	19673
915	2475	19667
916	2478	19661
917	2480	19656
918	2485	19673
919	2489	19676
920	2492	19679
921	2494	19673
922	2497	19666
923	2499	19661
924	2501	19655
925	2505	19661
926	2507	19655
927	2510	19651
928	2512	19646
929	2515	19640
930	2518	19644
931	2521	19638
932	2523	19632
933	2525	19626
934	2527	19620
935	2530	19615
936	2533	19615
937	2536	19613
938	2538	19607
939	2540	19602
940	2543	19597
941	2546	19602
942	2549	19596
943	2551	19590
944	2553	19585
945	2556	19579
946	2559	19585
947	2563	19584
948	2565	19580
949	2567	19574
950	2570	19568
951	2572	19564
952	2576	19570
953	2578	19564
954	2580	19558
955	2583	19551
956	2586	19557
957	2589	19554
958	2592	19554
959	2595	19554
960	2597	19548
961	2600	19542
962	2602	19537
963	2605	19538
964	2609	19540
965	2611	19535
966	2615	19542
967	2618	19539
968	2620	19535
969	2623	19531
970	2625	19526
971	2628	19526
972	2632	19533
973	2635	19528
974	2637	19523
975	2640	19525
976	2643	19523
977	2646	19518
978	2648	19512
979	2651	19514
980	2655	19519
981	2657	19514
982	2660	19509
983	2662	19504
984	2664	19498
985	2667	19495
986	2669	19490
987	2673	19490
988	2675	19488
989	2678	19483
990	2680	19479
991	2683	19474
992	2685	19469
993	2689	19473
994	2692	19476
995	2695	19472
996	2697	19465
997	2699	19459
998	2701	19454
999	2704	19448
1000	2707	19452
1001	2710	19447
1002	2712	19443
1003	2715	19437
1004	2717	19434
1005	2719	19428
1006	2722	19423
1007	2724	19419
1008	2727	19417
1009	2729	19410
1010	2732	19405
1011	2734	19400
1012	2736	19395
1013	2739	19394
1014	2742	19391
1015	2744	19385
1016	2748	19390
1017	2750	19384
1018	2753	19379
1019	2755	19374
1020	2757	19369
1021	2760	19365
1022	2763	19362
1023	2765	19358
1024	2767	19354
1025	2771	19355
1026	2774	19353
1027	2776	19347
1028	2778	19342
1029	2781	19337
1030	2783	19331
1031	2785	19327
1032	2788	19325
1033	2791	19321
1034	2793	19315
1035	2795	19311
1036	2799	19313
1037	2801	19308
1038	2805	19317
1039	2809	19320
1040	2812	19322
1041	2815	19317
1042	2817	19312
1043	2820	19311
1044	2823	19307
1045	2825	19302
1046	2827	19297
1047	2830	19293
1048	2833	19291
1049	2835	19286
1050	2838	19283
1051	2840	19277
1052	2842	19272
1053	2845	19271
1054	2848	19271
1055	2851	19267
1056	2854	19269
1057	2856	19263
1058	2859	19258
1059	2861	19254
1060	2864	19249
1061	2866	19244
1062	2868	19239
1063	2871	19237
1064	2874	19236
1065	2878	19241
1066	2882	19246
1067	2885	19245
1068	2887	19240
1069	2890	19236
1070	2892	19232
1071	2895	19228
1072	2897	19223
1073	2899	19218
1074	2902	19213
1075	2905	19214
1076	2907	19209
1077	2910	19204
1078	2912	19199
1079	2915	19196
1080	2918	19201
1081	2921	19198
1082	2923	19193
1083	2926	19188
1084	2928	19183
1085	2930	19178
1086	2933	19174
1087	2936	19170
1088	2939	19175
1089	2944	19184
1090	2947	19187
1091	2950	19182
1092	2952	19177
1093	2954	19172
1094	2957	19167
1095	2959	19162
1096	2962	19158
1097	2964	19154
1098	2966	19149
1099	2969	19143
1100	2971	19139
1101	2974	19134
1102	2976	19129
1103	2978	19126
1104	2981	19121
1105	2984	19120
1106	2986	19116
1107	2989	19111
1108	2991	19106
1109	2993	19101
1110	2996	19097
1111	2997	19083
1112	3000	19086
1113	3003	19081
1114	3006	19080
1115	3008	19076
1116	3010	19070
1117	3013	19066
1118	3015	19060
1119	3017	19056
1120	3020	19051
1121	3022	19047
1122	3025	19045
1123	3028	19040
1124	3030	19036
1125	3032	19031
1126	3035	19026
1127	3037	19021
1128	3039	19017
1129	3042	19012
1130	3044	19010
1131	3047	19005
1132	3049	19000
1133	3051	18995
1134	3054	18991
1135	3057	18988
1136	3060	18988
1137	3062	18984
1138	3065	18981
1139	3067	18977
1140	3070	18972
1141	3072	18967
1142	3074	18961
1143	3076	18956
1144	3079	18952
1145	3081	18947
1146	3083	18942
1147	3086	18939
1148	3089	18934
1149	3091	18929
1150	3093	18924
1151	3096	18920
1152	3098	18915
1153	3100	18911
1154	3104	18914
1155	3107	18912
1156	3109	18907
1157	3111	18903
1158	3114	18897
1159	3116	18892
1160	3118	18887
1161	3120	18881
1162	3123	18878
1163	3126	18874
1164	3128	18869
1165	3130	18864
1166	3133	18859
1167	3135	18854
1168	3137	18850
1169	3140	18846
1170	3142	18843
1171	3145	18838
1172	3147	18833
1173	3149	18829
1174	3152	18824
1175	3154	18820
1176	3156	18815
1177	3159	18813
1178	3162	18808
1179	3164	18803
1180	3166	18799
1181	3169	18795
1182	3171	18790
1183	3173	18785
1184	3176	18780
1185	3178	18776
1186	3180	18771
1187	3183	18767
1188	3185	18762
1189	3188	18758
1190	3190	18754
1191	3192	18749
1192	3195	18744
1193	3197	18742
1194	3200	18737
1195	3202	18732
1196	3204	18727
1197	3206	18722
1198	3209	18716
1199	3211	18711
1200	3214	18713
1201	3217	18709
1202	3219	18704
1203	3221	18700
1204	3224	18695
1205	3226	18690
1206	3228	18686
1207	3231	18682
1208	3233	18678
1209	3236	18674
1210	3238	18669
1211	3241	18665
1212	3243	18661
1213	3245	18656
1214	3248	18651
1215	3250	18647
1216	3253	18645
1217	3255	18641
1218	3258	18637
1219	3260	18632
1220	3262	18628
1221	3265	18624
1222	3267	18619
1223	3269	18610
1224	3271	18605
1225	3274	18603
1226	3276	18598
1227	3278	18593
1228	3280	18588
1229	3283	18583
1230	3285	18578
1231	3287	18574
1232	3290	18570
1233	3292	18567
1234	3295	18562
1235	3297	18557
1236	3299	18552
1237	3301	18547
1238	3304	18542
1239	3306	18538
1240	3310	18542
1241	3313	18540
1242	3315	18536
1243	3317	18530
1244	3320	18526
1245	3322	18522
1246	3324	18518
1247	3327	18513
1248	3329	18509
1249	3332	18506
1250	3334	18502
1251	3337	18498
1252	3339	18494
1253	3342	18490
1254	3344	18486
1255	3346	18482
1256	3349	18478
1257	3351	18474
1258	3354	18469
1259	3356	18466
1260	3358	18461
1261	3361	18457
1262	3363	18452
1263	3365	18447
1264	3368	18443
1265	3370	18439
1266	3372	18434
1267	3375	18430
1268	3377	18426
1269	3379	18421
1270	3382	18416
1271	3384	18412
1272	3387	18410
1273	3389	18407
1274	3392	18402
1275	3394	18397
1276	3396	18393
1277	3399	18389
1278	3401	18385
1279	3403	18380
1280	3406	18378
1281	3408	18373
1282	3411	18369
1283	3413	18364
1284	3415	18360
1285	3418	18356
1286	3420	18352
1287	3422	18347
1288	3425	18344
1289	3427	18340
1290	3430	18336
1291	3432	18332
1292	3434	18327
1293	3437	18323
1294	3439	18319
1295	3442	18315
1296	3444	18312
1297	3447	18308
1298	3449	18304
1299	3451	18300
1300	3454	18296
1301	3456	18292
1302	3459	18288
1303	3461	18283
1304	3463	18278
1305	3466	18278
1306	3469	18274
1307	3471	18269
1308	3473	18264
1309	3475	18260
1310	3478	18256
1311	3480	18251
1312	3483	18249
1313	3485	18245
1314	3488	18241
1315	3490	18236
1316	3492	18232
1317	3494	18227
1318	3497	18223
1319	3499	18218
1320	3502	18216
1321	3504	18211
1322	3506	18207
1323	3509	18203
1324	3511	18199
1325	3513	18194
1326	3516	18191
1327	3518	18187
1328	3520	18179
1329	3522	18176
1330	3525	18171
1331	3527	18166
1332	3529	18162
1333	3532	18158
1334	3534	18153
1335	3536	18149
1336	3539	18148
1337	3541	18143
1338	3544	18139
1339	3546	18135
1340	3548	18130
1341	3551	18126
1342	3553	18122
1343	3556	18118
1344	3558	18117
1345	3561	18112
1346	3563	18107
1347	3565	18104
1348	3568	18099
1349	3570	18095
1350	3572	18091
1351	3575	18087
1352	3577	18085
1353	3580	18081
1354	3582	18077
1355	3584	18072
1356	3587	18068
1357	3589	18064
1358	3592	18060
1359	3594	18056
1360	3597	18053
1361	3599	18048
1362	3601	18045
1363	3603	18040
1364	3606	18036
1365	3608	18032
1366	3611	18028
1367	3613	18024
1368	3615	18021
1369	3618	18017
1370	3620	18013
1371	3622	18008
1372	3625	18004
1373	3627	18000
1374	3629	17996
1375	3632	17993
1376	3635	17990
1377	3637	17986
1378	3639	17982
1379	3642	17978
1380	3644	17973
1381	3646	17969
1382	3648	17965
1383	3652	17967
1384	3655	17965
1385	3657	17961
1386	3660	17958
1387	3662	17954
1388	3665	17950
1389	3667	17946
1390	3669	17942
1391	3672	17939
1392	3674	17935
1393	3676	17931
1394	3679	17927
1395	3681	17923
1396	3684	17919
1397	3686	17915
1398	3688	17911
1399	3691	17907
1400	3693	17904
1401	3696	17900
1402	3698	17897
1403	3701	17893
1404	3703	17889
1405	3705	17885
1406	3708	17881
1407	3710	17877
1408	3712	17873
1409	3715	17870
1410	3717	17866
1411	3720	17864
1412	3723	17864
1413	3726	17864
1414	3730	17867
1415	3733	17864
1416	3735	17861
1417	3738	17857
1418	3740	17853
1419	3742	17849
1420	3745	17845
1421	3747	17840
1422	3750	17841
1423	3753	17839
1424	3755	17835
1425	3758	17831
1426	3760	17827
1427	3762	17822
1428	3764	17818
1429	3767	17814
1430	3770	17813
1431	3772	17810
1432	3775	17806
1433	3778	17806
1434	3780	17801
1435	3782	17797
1436	3785	17794
1437	3787	17791
1438	3790	17787
1439	3792	17783
1440	3794	17778
1441	3797	17774
1442	3799	17771
1443	3801	17766
1444	3804	17762
1445	3808	17767
1446	3811	17766
1447	3814	17767
1448	3817	17763
1449	3819	17759
1450	3821	17755
1451	3824	17752
1452	3826	17749
1453	3829	17745
1454	3831	17741
1455	3834	17737
1456	3836	17735
1457	3841	17741
1458	3845	17744
1459	3847	17742
1460	3866	17812
1461	3868	17809
1462	3871	17805
1463	3873	17802
1464	3876	17799
1465	3878	17795
1466	3881	17792
1467	3883	17788
1468	3885	17784
1469	3888	17780
1470	3890	17776
1471	3895	17784
1472	3898	17781
1473	3900	17777
1474	3902	17773
1475	3905	17769
1476	3907	17765
1477	3909	17761
1478	3912	17758
1479	3915	17757
1480	3919	17759
1481	3923	17763
1482	3926	17761
1483	3928	17757
1484	3930	17754
1485	3933	17751
1486	3935	17747
1487	3938	17743
1488	3940	17739
1489	3942	17735
1490	3945	17731
1491	3948	17731
1492	3951	17729
1493	3953	17725
1494	3955	17717
1495	3957	17715
1496	3960	17711
1497	3962	17707
1498	3964	17703
1499	3967	17699
1500	3970	17697
1501	3973	17697
1502	3976	17698
1503	3979	17696
1504	3981	17692
1505	3984	17688
1506	3986	17684
1507	3989	17681
1508	3991	17678
1509	3993	17670
1510	3995	17667
1511	3998	17666
1512	4002	17669
1513	4006	17670
1514	4012	17683
1515	4015	17681
1516	4017	17678
1517	4019	17674
1518	4022	17669
1519	4024	17666
1520	4027	17662
1521	4029	17660
1522	4034	17666
1523	4037	17664
1524	4039	17660
1525	4042	17657
1526	4044	17653
1527	4046	17649
1528	4049	17645
1529	4051	17640
1530	4055	17644
1531	4057	17641
1532	4060	17637
1533	4062	17633
1534	4065	17629
1535	4067	17625
1536	4069	17621
1537	4072	17619
1538	4074	17615
1539	4077	17614
1540	4081	17615
1541	4084	17615
1542	4086	17611
1543	4091	17616
1544	4093	17612
1545	4096	17608
1546	4100	17611
1547	4102	17608
1548	4104	17604
1549	4107	17601
1550	4110	17598
1551	4112	17593
1552	4114	17589
1553	4116	17585
1554	4119	17581
1555	4121	17578
1556	4124	17577
1557	4127	17574
1558	4129	17570
1559	4132	17566
1560	4134	17562
1561	4136	17558
1562	4139	17555
1563	4141	17552
1564	4145	17554
1565	4147	17550
1566	4150	17546
1567	4152	17542
1568	4154	17538
1569	4157	17534
1570	4159	17530
1571	4162	17528
1572	4164	17524
1573	4166	17520
1574	4169	17517
1575	4173	17519
1576	4176	17518
1577	4178	17513
1578	4181	17511
1579	4183	17507
1580	4185	17503
1581	4188	17499
1582	4191	17501
1583	4195	17501
1584	4197	17496
1585	4199	17493
1586	4202	17490
1587	4205	17489
1588	4208	17488
1589	4210	17484
1590	4213	17480
1591	4215	17476
1592	4217	17473
1593	4220	17470
1594	4223	17470
1595	4226	17466
1596	4228	17462
1597	4230	17458
1598	4234	17459
1599	4237	17458
1600	4241	17460
1601	4243	17456
1602	4246	17453
1603	4248	17448
1604	4250	17445
1605	4253	17443
1606	4256	17443
1607	4259	17439
1608	4261	17435
1609	4263	17431
1610	4266	17427
1611	4269	17425
1612	4272	17424
1613	4274	17420
1614	4276	17417
1615	4281	17423
1616	4284	17420
1617	4286	17417
1618	4292	17425
1619	4294	17422
1620	4296	17418
1621	4299	17414
1622	4301	17411
1623	4304	17407
1624	4306	17403
1625	4312	17412
1626	4314	17409
1627	4316	17405
1628	4319	17401
1629	4322	17401
1630	4324	17397
1631	4327	17393
1632	4329	17391
1633	4332	17387
1634	4336	17390
1635	4338	17386
1636	4341	17383
1637	4343	17379
1638	4347	17380
1639	4351	17383
1640	4353	17381
1641	4356	17377
1642	4358	17373
1643	4361	17370
1644	4363	17367
1645	4366	17364
1646	4368	17360
1647	4371	17357
1648	4373	17353
1649	4375	17349
1650	4378	17345
1651	4383	17354
1652	4386	17350
1653	4388	17347
1654	4390	17342
1655	4393	17340
1656	4396	17340
1657	4400	17343
1658	4403	17339
1659	4406	17340
1660	4409	17337
1661	4411	17334
1662	4414	17330
1663	4416	17324
1664	4418	17322
1665	4421	17318
1666	4423	17314
1667	4427	17315
1668	4429	17311
1669	4431	17307
1670	4434	17304
1671	4436	17301
1672	4439	17297
1673	4441	17292
1674	4443	17288
1675	4446	17287
1676	4448	17280
1677	4449	17274
1678	4451	17267
1679	4452	17259
1680	4454	17252
1681	4455	17243
1682	4456	17235
1683	4457	17225
1684	4458	17216
1685	4459	17207
1686	4460	17200
1687	4463	17196
1688	4465	17193
1689	4467	17187
1690	4468	17180
1691	4470	17173
1692	4472	17167
1693	4474	17161
1694	4475	17154
1695	4476	17147
1696	4478	17139
1697	4479	17132
1698	4481	17125
1699	4482	17117
1700	4484	17111
1701	4485	17104
1702	4487	17097
1703	4488	17090
1704	4491	17087
