iter	Passed	Remaining
1705	4492	17080
1706	4493	17072
1707	4495	17065
1708	4496	17058
1709	4500	17059
1710	4502	17053
1711	4505	17054
1712	4507	17047
1713	4508	17039
1714	4509	17031
1715	4511	17026
1716	4512	17018
1717	4514	17010
1718	4515	17002
1719	4517	16996
1720	4518	16989
1721	4519	16981
1722	4520	16973
1723	4522	16965
1724	4523	16959
1725	4525	16952
1726	4527	16948
1727	4528	16941
1728	4531	16939
1729	4533	16932
1730	4534	16924
1731	4535	16918
1732	4537	16910
1733	4541	16914
1734	4543	16908
1735	4544	16900
1736	4545	16893
1737	4548	16889
1738	4549	16881
1739	4551	16875
1740	4553	16872
1741	4555	16866
1742	4556	16859
1743	4557	16851
1744	4559	16844
1745	4560	16836
1746	4561	16829
1747	4563	16821
1748	4564	16813
1749	4565	16805
1750	4566	16797
1751	4567	16789
1752	4568	16782
1753	4571	16779
1754	4573	16773
1755	4574	16766
1756	4575	16759
1757	4579	16758
1758	4580	16751
1759	4582	16745
1760	4583	16740
1761	4585	16733
1762	4586	16726
1763	4588	16719
1764	4590	16716
1765	4592	16709
1766	4593	16703
1767	4595	16697
1768	4596	16689
1769	4598	16683
1770	4600	16678
1771	4601	16672
1772	4603	16665
1773	4604	16658
1774	4606	16651
1775	4608	16647
1776	4611	16649
1777	4613	16642
1778	4614	16635
1779	4617	16632
1780	4618	16625
1781	4619	16617
1782	4621	16611
1783	4622	16603
1784	4625	16602
1785	4626	16594
1786	4627	16587
1787	4631	16587
1788	4633	16582
1789	4634	16574
1790	4636	16571
1791	4638	16565
1792	4639	16557
1793	4641	16552
1794	4642	16544
1795	4643	16538
1796	4645	16532
1797	4647	16525
1798	4648	16518
1799	4649	16511
1800	4651	16504
1801	4652	16497
1802	4653	16490
1803	4654	16483
1804	4656	16475
1805	4657	16468
1806	4658	16461
1807	4659	16454
1808	4661	16447
1809	4662	16440
1810	4664	16434
1811	4665	16427
1812	4667	16420
1813	4668	16415
1814	4670	16409
1815	4671	16402
1816	4673	16395
1817	4674	16389
1818	4675	16382
1819	4677	16375
1820	4678	16368
1821	4679	16361
1822	4681	16355
1823	4683	16349
1824	4684	16342
1825	4685	16336
1826	4687	16331
1827	4689	16325
1828	4690	16317
1829	4691	16310
1830	4693	16305
1831	4694	16299
1832	4696	16292
1833	4698	16287
1834	4699	16281
1835	4701	16276
1836	4703	16269
1837	4704	16263
1838	4706	16257
1839	4708	16252
1840	4709	16246
1841	4710	16239
1842	4711	16232
1843	4713	16227
1844	4715	16220
1845	4716	16214
1846	4718	16208
1847	4719	16201
1848	4721	16196
1849	4722	16189
1850	4724	16183
1851	4726	16180
1852	4730	16181
1853	4731	16174
1854	4733	16170
1855	4734	16163
1856	4735	16156
1857	4736	16148
1858	4738	16140
1859	4739	16133
1860	4740	16127
1861	4742	16123
1862	4744	16117
1863	4745	16111
1864	4748	16108
1865	4749	16101
1866	4750	16095
1867	4752	16088
1868	4753	16081
1869	4754	16074
1870	4756	16068
1871	4757	16062
1872	4758	16055
1873	4760	16048
1874	4761	16041
1875	4762	16034
1876	4763	16027
1877	4765	16021
1878	4766	16015
1879	4768	16009
1880	4769	16002
1881	4770	15994
1882	4772	15988
1883	4773	15982
1884	4774	15976
1885	4776	15969
1886	4777	15963
1887	4778	15956
1888	4780	15950
1889	4781	15944
1890	4784	15941
1891	4786	15936
1892	4787	15930
1893	4788	15924
1894	4790	15917
1895	4791	15911
1896	4792	15905
1897	4794	15898
1898	4795	15893
1899	4797	15887
1900	4798	15880
1901	4800	15875
1902	4801	15868
1903	4804	15866
1904	4805	15860
1905	4807	15856
1906	4809	15849
1907	4810	15843
1908	4812	15838
1909	4813	15830
1910	4814	15824
1911	4816	15819
1912	4817	15813
1913	4819	15807
1914	4820	15802
1915	4823	15799
1916	4826	15797
1917	4827	15792
1918	4829	15786
1919	4830	15779
1920	4831	15773
1921	4834	15770
1922	4835	15763
1923	4836	15757
1924	4838	15753
1925	4840	15747
1926	4841	15741
1927	4843	15734
1928	4845	15732
1929	4846	15726
1930	4848	15720
1931	4849	15713
1932	4851	15707
1933	4852	15701
1934	4853	15695
1935	4855	15690
1936	4858	15688
1937	4859	15681
1938	4860	15675
1939	4862	15669
1940	4864	15667
1941	4866	15662
1942	4868	15657
1943	4869	15651
1944	4871	15645
1945	4872	15638
1946	4873	15632
1947	4875	15626
1948	4876	15620
1949	4877	15614
1950	4879	15608
1951	4881	15605
1952	4883	15599
1953	4885	15596
1954	4887	15591
1955	4888	15584
1956	4889	15578
1957	4891	15572
1958	4892	15566
1959	4893	15560
1960	4895	15554
1961	4896	15548
1962	4898	15542
1963	4899	15536
1964	4900	15530
1965	4902	15524
1966	4904	15521
1967	4906	15518
1968	4908	15512
1969	4909	15506
1970	4911	15501
1971	4912	15495
1972	4913	15489
1973	4915	15483
1974	4916	15476
1975	4918	15471
1976	4919	15465
1977	4921	15460
1978	4922	15454
1979	4924	15450
1980	4926	15444
1981	4927	15438
1982	4928	15432
1983	4929	15426
1984	4931	15419
1985	4932	15414
1986	4934	15407
1987	4935	15403
1988	4937	15397
1989	4938	15392
1990	4940	15385
1991	4941	15379
1992	4943	15376
1993	4945	15372
1994	4947	15367
1995	4949	15363
1996	4950	15357
1997	4951	15350
1998	4952	15343
1999	4953	15336
2000	4954	15330
2001	4956	15325
2002	4958	15321
2003	4960	15316
2004	4961	15310
2005	4962	15304
2006	4964	15298
2007	4965	15292
2008	4967	15286
2009	4968	15281
2010	4969	15275
2011	4971	15269
2012	4972	15263
2013	4974	15258
2014	4975	15253
2015	4977	15248
2016	4978	15242
2017	4980	15236
2018	4981	15231
2019	4983	15226
2020	4984	15220
2021	4986	15215
2022	4987	15209
2023	4989	15203
2024	4990	15197
2025	4991	15192
2026	4993	15188
2027	4995	15184
2028	4997	15178
2029	4998	15173
2030	4999	15167
2031	5001	15161
2032	5002	15155
2033	5004	15150
2034	5005	15144
2035	5006	15138
2036	5008	15133
2037	5009	15127
2038	5011	15121
2039	5013	15118
2040	5014	15112
2041	5016	15107
2042	5017	15101
2043	5018	15096
2044	5020	15090
2045	5021	15084
2046	5023	15078
2047	5024	15073
2048	5026	15068
2049	5027	15063
2050	5028	15057
2051	5030	15051
2052	5032	15048
2053	5033	15042
2054	5035	15036
2055	5036	15031
2056	5038	15025
2057	5039	15020
2058	5041	15015
2059	5042	15009
2060	5044	15004
2061	5045	14999
2062	5047	14995
2063	5048	14990
2064	5051	14988
2065	5052	14982
2066	5054	14978
2067	5056	14972
2068	5057	14967
2069	5059	14962
2070	5060	14956
2071	5061	14950
2072	5063	14945
2073	5064	14940
2074	5066	14935
2075	5067	14930
2076	5069	14925
2077	5071	14921
2078	5072	14915
2079	5074	14910
2080	5075	14905
2081	5077	14899
2082	5078	14894
2083	5080	14889
2084	5081	14883
2085	5084	14883
2086	5086	14877
2087	5087	14873
2088	5090	14871
2089	5091	14866
2090	5093	14860
2091	5094	14855
2092	5096	14849
2093	5097	14845
2094	5098	14837
2095	5099	14832
2096	5101	14826
2097	5102	14822
2098	5104	14817
2099	5106	14814
2100	5108	14811
2101	5110	14805
2102	5111	14800
2103	5113	14795
2104	5114	14790
2105	5116	14784
2106	5117	14779
2107	5118	14773
2108	5121	14770
2109	5122	14765
2110	5123	14759
2111	5126	14756
2112	5127	14752
2113	5129	14747
2114	5130	14742
2115	5132	14736
2116	5133	14732
2117	5135	14727
2118	5136	14722
2119	5138	14717
2120	5139	14712
2121	5141	14707
2122	5142	14701
2123	5144	14698
2124	5146	14694
2125	5148	14689
2126	5151	14688
2127	5152	14682
2128	5154	14678
2129	5155	14673
2130	5156	14666
2131	5158	14661
2132	5159	14657
2133	5161	14652
2134	5163	14650
2135	5165	14645
2136	5166	14640
2137	5168	14635
2138	5170	14631
2139	5172	14627
2140	5173	14622
2141	5175	14617
2142	5177	14613
2143	5178	14608
2144	5180	14603
2145	5184	14605
2146	5185	14600
2147	5187	14596
2148	5189	14591
2149	5190	14587
2150	5192	14583
2151	5194	14578
2152	5195	14573
2153	5197	14568
2154	5198	14563
2155	5200	14558
2156	5201	14552
2157	5203	14549
2158	5205	14544
2159	5206	14539
2160	5207	14534
2161	5209	14529
2162	5211	14525
2163	5212	14520
2164	5214	14516
2165	5215	14510
2166	5217	14505
2167	5218	14500
2168	5219	14495
2169	5221	14490
2170	5222	14484
2171	5224	14479
2172	5226	14475
2173	5227	14470
2174	5229	14466
2175	5230	14460
2176	5231	14455
2177	5233	14450
2178	5234	14445
2179	5236	14439
2180	5237	14434
2181	5238	14429
2182	5240	14424
2183	5241	14418
2184	5242	14413
2185	5244	14408
2186	5246	14406
2187	5249	14405
2188	5251	14401
2189	5252	14395
2190	5253	14389
2191	5254	14383
2192	5255	14377
2193	5257	14373
2194	5259	14368
2195	5261	14365
2196	5263	14363
2197	5266	14362
2198	5268	14357
2199	5269	14352
2200	5270	14347
2201	5272	14342
2202	5273	14337
2203	5275	14332
2204	5276	14327
2205	5278	14322
2206	5279	14317
2207	5280	14312
2208	5283	14308
2209	5284	14304
2210	5285	14299
2211	5287	14293
2212	5288	14289
2213	5290	14284
2214	5291	14279
2215	5293	14274
2216	5294	14269
2217	5296	14264
2218	5297	14259
2219	5298	14254
2220	5301	14252
2221	5302	14247
2222	5304	14242
2223	5305	14237
2224	5307	14233
2225	5308	14227
2226	5310	14223
2227	5311	14218
2228	5312	14212
2229	5314	14207
2230	5315	14202
2231	5316	14197
2232	5318	14193
2233	5320	14188
2234	5321	14184
2235	5323	14179
2236	5325	14175
2237	5326	14171
2238	5328	14166
2239	5328	14159
2240	5330	14154
2241	5331	14149
2242	5333	14144
2243	5334	14139
2244	5336	14136
2245	5337	14131
2246	5339	14127
2247	5340	14122
2248	5342	14117
2249	5343	14112
2250	5345	14107
2251	5346	14102
2252	5348	14097
2253	5349	14092
2254	5350	14087
2255	5353	14084
2256	5354	14081
2257	5356	14076
2258	5357	14071
2259	5359	14066
2260	5360	14062
2261	5362	14057
2262	5363	14052
2263	5364	14047
2264	5366	14042
2265	5367	14037
2266	5369	14032
2267	5371	14030
2268	5373	14026
2269	5374	14021
2270	5375	14016
2271	5377	14011
2272	5377	14004
2273	5379	13999
2274	5380	13994
2275	5381	13989
2276	5383	13984
2277	5384	13979
2278	5386	13974
2279	5388	13971
2280	5389	13967
2281	5391	13962
2282	5392	13957
2283	5394	13952
2284	5395	13947
2285	5396	13942
2286	5398	13938
2287	5399	13933
2288	5401	13929
2289	5402	13924
2290	5404	13919
2291	5406	13915
2292	5407	13911
2293	5408	13906
2294	5410	13901
2295	5411	13897
2296	5413	13892
2297	5414	13887
2298	5415	13882
2299	5417	13877
2300	5418	13873
2301	5420	13868
2302	5421	13863
2303	5423	13859
2304	5424	13855
2305	5426	13850
2306	5427	13845
2307	5429	13840
2308	5430	13835
2309	5431	13831
2310	5433	13826
2311	5434	13821
2312	5436	13817
2313	5437	13813
2314	5439	13809
2315	5441	13805
2316	5442	13800
2317	5444	13795
2318	5445	13791
2319	5446	13786
2320	5448	13781
2321	5449	13776
2322	5451	13772
2323	5452	13768
2324	5454	13763
2325	5455	13758
2326	5457	13755
2327	5459	13751
2328	5461	13747
2329	5462	13743
2330	5463	13738
2331	5465	13733
2332	5466	13728
2333	5468	13724
2334	5469	13719
2335	5470	13714
